field,yield_plan
36.02.02.010.00,
36.02.02.010.01,4.8675
36.02.02.011.00,3.0
36.02.02.011.01,5.1126
36.02.02.012.00,4.5678947368421055
36.02.02.013.00,
36.02.02.013.01,33.43730769230769
36.02.02.013.02,14.840769230769231
36.02.02.014.00,7.0
36.02.02.014.01,46.965
36.02.02.015.01,34.61218181818182
36.02.02.016.00,46.965
36.02.02.016.01,9.0
36.02.02.016.02,
36.02.02.016.03,7.0
36.02.02.017.00,46.965
36.02.02.018.00,
36.02.02.018.01,3.52815
36.02.02.019.00,3.0857906976744185
36.02.02.020.00,4.445833333333334
36.02.02.021.01,6.859534883720929
36.02.02.021.02,4.1
36.02.02.023.00,
36.02.02.024.00,2.6166666666666667
36.02.02.025.00,3.0
36.02.02.025.01,7.650000000000001
36.02.02.026.00,4.51125
36.02.02.027.00,1.8666666666666667
36.02.02.028.00,9.0
36.02.02.028.01,7.65
36.02.02.029.01,4.067073170731708
36.02.02.029.02,5.494
36.02.02.029.04,2.5
36.02.02.030.00,
36.02.02.030.01,8.15625
36.02.02.030.02,
36.02.02.031.01,4.295238095238095
36.02.02.032.01,1.9574999999999998
36.02.02.032.02,1.9649999999999999
36.02.02.035.00,3.0
36.02.02.035.01,7.650000000000001
36.02.02.036.00,9.0
36.02.02.036.01,7.65
36.02.02.037.00,6.81125
36.02.02.038.00,4.054285714285714
36.02.02.039.00,4.301578947368421
36.02.02.040.01,4.0171777777777775
36.02.02.040.02,5.493333333333333
36.02.02.041.00,5.49
36.02.02.041.01,9.0
36.02.02.042.00,5.496470588235294
36.02.02.043.00,3.6
36.02.02.044.00,2.6166666666666667
36.02.02.045.00,2.3807692307692307
36.02.02.046.00,
36.02.02.046.01,5.15090909090909
36.02.02.047.00,4.5
36.02.02.047.01,0.2
36.02.02.047.02,0.3
36.02.02.048.00,6.7735
36.02.02.049.00,5.498333333333333
36.02.02.050.00,7.761176470588235
36.02.02.051.00,5.496470588235294
36.02.02.052.00,3.6
36.02.02.054.00,
36.02.02.054.01,5.833333333333333
36.02.02.055.00,
36.02.02.055.01,1.3499999999999999
36.02.02.055.02,0.7
36.02.02.055.03,
36.02.02.056.00,6.249671153846155
36.02.02.057.00,
36.02.02.057.01,3.3874999999999997
36.02.02.057.02,3.0
36.02.02.057.03,9.0
36.02.02.058.00,3.888076923076923
36.02.02.059.00,5.49
36.02.02.059.01,7.0
36.02.02.060.00,2.0
36.02.02.062.00,6.755
36.02.02.063.00,4.385106382978723
36.02.02.064.00,6.883846153846155
36.02.02.065.00,5.69943
36.02.02.065.01,0.2
36.02.02.065.02,7.0
36.02.02.066.00,
36.02.02.066.01,6.1156124
36.02.02.067.00,5.0
36.02.02.067.01,7.650000000000001
36.02.02.068.00,2.5
36.02.02.068.01,7.65
36.02.02.068.02,6.51
36.02.02.069.00,3.267872340425532
36.02.02.071.00,6.394736842105263
36.02.02.072.00,
36.02.02.073.00,2.0
36.02.02.075.00,
36.02.02.076.00,
36.02.02.077.00,4.5
36.02.03.001.00,3.0
36.02.03.001.01,8.9
36.02.03.001.03,7.0
36.02.03.002.00,
36.02.03.002.01,7.0
36.02.03.004.00,8.392682926829268
36.02.03.005.00,8.485185185185186
36.02.03.006.00,8.480952380952381
36.02.03.007.00,8.485185185185186
36.02.03.008.00,8.48709677419355
36.02.03.009.00,8.485185185185186
36.02.03.010.00,8.5
36.02.03.011.00,3.6500000000000004
36.02.03.012.00,4.4799999999999995
36.02.03.013.00,4.42
36.02.03.014.00,4.404347826086957
36.02.03.015.00,6.4
36.02.03.016.00,6.526315789473684
36.02.03.017.00,2.2
36.02.03.018.00,3.2600000000000002
36.02.03.019.00,6.7272727272727275
36.02.03.020.00,4.54
36.02.03.021.01,3.7357142857142858
36.02.03.021.02,2.65
36.02.03.022.01,4.557142857142857
36.02.03.022.02,2.65
36.02.03.023.00,7.0
36.02.03.023.01,45.0
36.02.03.023.02,45.0
36.02.03.024.00,3.5055555555555555
36.02.03.025.00,3.5571428571428574
36.02.03.026.01,4.6
36.02.03.028.00,8.9
36.02.03.028.01,1.8
36.02.03.028.02,1.8
36.02.03.029.00,6.7894736842105265
36.02.03.030.00,6.5
36.02.03.030.02,7.0
36.02.03.031.00,3.728
36.02.03.032.00,6.765625
36.02.03.033.00,5.5
36.02.03.033.01,1.2
36.02.03.033.02,
36.02.03.034.00,7.984615384615385
36.02.03.035.00,3.5634146341463415
36.02.03.036.00,3.893939393939394
36.02.03.037.00,3.946875
36.02.03.038.00,8.9
36.02.03.038.01,45.0
36.02.03.038.02,45.0
36.02.03.039.00,32.726
36.02.03.040.00,7.636842105263158
36.02.03.041.00,7.665714285714286
36.02.03.042.00,5.240625
36.02.03.043.00,5.205084745762711
36.02.03.044.00,8.263265306122449
36.02.03.045.00,8.9
36.02.03.046.00,31.05735294117647
36.02.03.047.00,4.642857142857143
36.02.03.048.00,7.55
36.02.03.049.00,8.625
36.02.03.050.00,7.57391304347826
36.02.03.051.00,7.4818181818181815
36.02.03.052.01,
36.02.03.053.00,8.597297297297297
36.02.03.054.00,5.766666666666667
36.02.03.055.00,8.58
36.02.03.056.00,8.1
36.02.03.056.02,7.0
36.02.03.057.01,7.407407407407407
36.02.03.057.02,4.9
36.02.06.001.00,6.640476190476191
36.02.06.002.00,
36.02.06.002.01,7.755
36.02.06.003.00,4.7
36.02.06.004.00,5.0
36.02.06.004.01,7.65
36.02.06.005.00,6.394736842105263
36.02.06.006.00,6.4575000000000005
36.02.06.007.00,6.048214285714286
36.02.06.008.00,7.0
36.02.06.008.01,4.950000000000001
36.02.06.009.00,4.5
36.02.06.010.00,4.119999999999999
36.02.06.011.00,4.95
36.02.06.012.00,4.12
36.02.06.013.00,7.056
36.02.06.014.00,7.6305
36.02.06.015.01,4.124
36.02.06.015.02,4.5
36.02.06.016.00,6.728260869565218
36.02.06.017.00,5.0
36.02.06.017.01,7.65
36.02.06.018.00,6.892857142857143
36.02.06.019.00,4.1
36.02.06.020.00,6.394736842105263
36.02.06.021.00,3.5026315789473683
36.02.06.022.00,4.1
36.02.06.023.00,1.1714285714285713
36.02.06.024.00,
36.02.06.024.01,0.6
36.02.06.024.02,2.99
36.02.06.025.00,5.1126
36.02.06.025.01,9.0
36.02.06.025.03,7.0
36.02.06.026.00,6.673684210526316
36.02.06.027.00,4.1
36.02.06.028.00,6.191114285714285
36.02.06.029.01,8.28
36.02.06.029.02,4.5
36.02.06.030.00,7.689473684210526
36.02.06.031.00,1.8
36.02.06.032.00,7.0
36.02.06.032.01,0.22
36.02.06.032.02,0.7
36.02.06.033.00,0.7
36.02.06.034.00,3.960869565217391
36.02.06.035.00,
36.02.06.036.00,4.255
36.02.06.037.00,4.689454
36.02.06.038.00,4.196538461538461
36.02.06.039.00,3.958181818181818
36.02.06.040.00,4.668
36.02.06.041.00,3.932142857142857
36.02.06.042.00,5.1909374999999995
36.02.06.043.00,4.668
36.02.06.044.00,3.555263157894737
36.02.06.045.00,3.5837837837837836
36.02.06.047.00,3.939487179487179
36.02.06.047.01,
36.02.06.047.02,
36.02.06.048.00,6.798235294117647
36.02.06.049.00,4.096521739130435
36.02.06.051.00,3.0
36.02.08.001.00,4.254375
36.02.08.002.00,3.836666666666667
36.02.08.003.00,3.726133333333333
36.02.08.004.00,3.98128
36.02.08.005.00,4.86304
36.02.08.006.00,4.9763636363636365
36.02.08.007.00,3.7231764705882355
36.02.08.008.00,4.49575
36.02.11.001.00,1.0
36.02.11.003.00,1.468181818181818
36.02.11.004.00,1.9318181818181819
36.02.11.005.00,1.4952380952380953
36.02.11.006.00,0.9
36.02.11.006.01,3.4
36.02.11.006.02,3.4
36.02.11.007.00,1.8653846153846154
36.02.11.008.00,1.9523809523809523
36.02.11.009.00,1.975
36.02.11.010.00,1.975
36.02.11.011.00,1.8800000000000001
36.02.11.012.00,2.0
36.02.11.013.00,4.238181818181818
36.02.11.014.00,5.7
36.02.11.014.01,2.2
36.02.11.014.02,1.2
36.02.11.015.00,8.1
36.02.11.015.01,2.2
36.02.11.016.00,2.926027397260274
36.02.11.017.00,4.191803278688525
36.02.11.018.00,4.354545454545455
36.02.11.019.00,3.4068181818181817
36.02.11.020.00,3.9127659574468088
36.02.11.021.00,33.71111111111111
36.02.11.022.00,25.629357798165138
36.02.11.023.00,34.521875
36.02.11.024.00,34.86363636363637
36.02.11.025.00,29.06451612903226
36.02.11.026.00,3.223809523809524
36.02.11.027.00,4.489473684210526
36.02.11.028.00,4.5
36.02.11.029.00,3.8047619047619046
36.02.11.030.00,34.7725
36.02.11.031.01,8.188888888888888
36.02.11.031.02,2.4
36.02.11.031.03,3.4
36.02.11.032.00,6.5
36.02.11.032.01,2.2
36.02.11.032.02,
36.02.11.033.00,8.9
36.02.11.033.01,8.1
36.02.11.033.02,8.1
36.02.11.034.00,8.517391304347827
36.02.11.035.00,8.53076923076923
36.02.11.036.00,3.9972972972972975
36.02.11.037.00,3.1799999999999997
36.02.11.038.00,3.5461538461538464
36.02.11.039.00,4.245454545454546
36.02.11.040.00,4.253846153846154
36.02.11.041.00,7.55
36.02.11.042.00,8.478947368421052
36.02.11.043.00,8.1
36.02.11.043.02,7.0
36.02.11.044.00,8.478947368421052
36.02.11.045.00,8.455555555555556
36.02.11.046.00,8.455555555555556
36.02.11.047.00,
36.02.11.047.01,3.525
36.02.11.048.00,
36.02.11.048.01,2.675
36.02.11.050.00,7.405263157894736
36.02.11.053.00,4.248571428571429
36.02.11.054.00,4.0236363636363635
36.02.11.055.01,34.03846153846154
36.02.11.055.02,2.4
36.02.11.056.00,32.06382978723404
36.02.11.057.00,1.0
36.02.11.058.01,4.103225806451613
36.02.11.058.02,2.65
36.02.11.059.00,7.0
36.02.11.059.01,5.5
36.02.11.059.02,5.5
36.02.11.060.00,4.9375
36.02.11.061.00,4.9
36.02.11.061.01,
36.02.11.062.00,6.10625
36.02.16.001.00,33.568333333333335
36.02.16.002.00,6.5
36.02.16.002.02,7.0
36.02.16.003.00,7.748000000000001
36.02.16.004.00,
36.02.16.004.01,8.253846153846153
36.02.16.005.00,
36.02.16.005.01,8.785714285714286
36.02.16.006.00,
36.02.16.006.01,2.6310344827586207
36.02.16.007.00,
36.02.16.007.01,3.0166666666666666
36.02.16.008.00,2.6535714285714285
36.02.16.008.01,
36.02.16.008.02,
36.02.16.009.00,3.896551724137931
36.02.16.010.00,7.0
36.02.16.010.01,45.0
36.02.16.010.02,45.0
36.02.16.011.00,
36.02.16.011.01,8.9
36.02.16.011.02,8.9
36.02.16.012.00,3.7666666666666666
36.02.16.013.00,3.3545454545454545
36.02.16.014.00,3.764705882352941
36.02.16.015.00,8.1
36.02.16.016.00,3.546875
36.02.16.018.00,3.5344827586206895
36.02.16.019.00,3.682758620689655
36.02.16.021.00,3.754838709677419
36.02.16.022.00,3.882142857142857
36.02.16.023.00,4.1000000000000005
36.02.16.024.00,3.7050000000000005
36.02.16.025.00,3.962962962962963
36.02.16.026.00,4.566666666666666
36.02.16.027.00,6.4
36.02.16.028.00,4.414285714285715
36.02.16.029.00,3.6499999999999995
36.02.16.030.00,6.7894736842105265
36.02.16.031.00,6.805555555555555
36.02.16.032.00,6.8
36.02.16.033.00,3.525
36.02.16.034.00,4.433333333333334
36.02.16.036.01,3.7583333333333333
36.02.16.037.00,3.7184210526315784
36.02.16.038.00,
36.02.16.038.01,4.1049999999999995
36.02.16.038.02,4.0562499999999995
36.02.16.039.00,3.4000000000000004
36.02.16.040.00,3.7347826086956517
36.02.16.042.00,3.9285714285714284
36.02.16.044.00,6.875
36.02.17.001.00,3.4
36.02.17.001.01,7.0
36.02.17.002.00,2.4
36.02.17.003.00,3.9933333333333336
36.02.17.004.00,5.5
36.02.17.005.00,4.015625
36.02.17.006.00,4.015625
36.02.17.007.00,4.068965517241379
36.02.17.008.00,8.169565217391305
36.02.17.009.00,3.8333333333333335
36.02.17.010.00,6.526315789473684
36.02.17.011.00,6.659090909090909
36.02.17.012.00,6.571428571428571
36.02.17.013.00,2.0666666666666664
36.02.17.014.00,2.0666666666666664
36.02.17.015.00,6.742857142857143
36.02.17.016.00,3.926666666666667
36.02.17.017.00,4.778048780487805
36.02.17.018.00,4.5
36.02.17.019.00,4.846341463414634
36.02.17.020.00,6.485714285714286
36.02.17.021.00,3.6000000000000005
36.02.17.022.00,4.65
36.02.17.023.00,6.671875
36.02.17.024.00,2.6688888888888886
36.02.17.025.00,3.5
36.02.17.025.01,1.7999999999999998
36.02.17.026.00,2.789090909090909
36.02.17.027.00,6.75
36.02.18.001.00,28.797169811320753
36.02.18.002.00,38.030026666666664
36.02.18.003.00,50.0
36.02.18.003.01,5.1126
36.02.18.004.00,3.5285714285714285
36.02.18.005.00,
36.02.18.005.01,32.7309
36.02.18.005.03,46.965
36.02.18.006.00,5.1126
36.02.18.006.01,0.2
36.02.18.006.02,0.3
36.02.18.007.00,5.1126
36.02.18.007.01,0.2
36.02.18.007.02,0.3
36.02.18.008.00,4.5
36.02.18.008.01,46.965
36.02.18.008.02,46.965
36.02.18.009.00,4.118666666666666
36.02.18.010.00,4.079696969696969
36.02.18.011.00,30.558068181818182
36.02.18.012.00,7.5
36.02.18.012.01,2.156
36.02.18.013.00,40.758476470588235
36.02.18.014.00,5.1126
36.02.18.014.01,0.20000000000000004
36.02.18.014.02,0.3
36.02.18.015.00,38.9248575
36.02.18.016.00,3.9511219512195117
36.02.18.017.00,
36.02.18.017.01,36.46803370786517
36.02.18.017.03,46.965
36.02.18.018.00,
36.02.18.018.01,2.123684210526316
36.02.18.018.02,4.187589600000001
36.02.18.019.00,40.588125806451615
36.02.18.020.00,43.984162886597936
36.02.18.021.00,41.14896338028169
36.02.18.022.00,30.410847457627124
36.02.18.023.00,3.623878787878788
36.02.18.024.00,4.417826086956522
36.02.18.025.00,43.87899090909091
36.02.18.026.00,4.0691304347826085
36.02.18.027.00,4.0753571428571425
36.02.18.028.00,4.5311111111111115
36.02.18.029.00,3.882758620689655
36.02.19.001.00,
36.02.19.001.01,3.0
36.02.19.002.00,
36.02.19.002.01,3.0
36.02.19.003.00,
36.02.19.003.01,7.920000000000001
36.02.19.003.02,7.65
36.02.19.004.00,7.0
36.02.19.005.00,7.1325
36.02.19.006.00,7.339999999999999
36.02.19.007.00,5.495
36.02.19.008.01,5.495
36.02.19.008.02,5.4957142857142856
36.02.19.009.00,5.75076923076923
36.02.19.010.00,
36.02.19.010.01,5.805
36.02.19.011.00,5.495
36.02.19.013.01,3.150714285714286
36.02.19.013.02,5.619473684210526
36.02.19.014.00,9.0
36.02.19.014.01,46.965
36.02.19.014.02,7.65
36.02.19.015.01,8.222727272727273
36.02.19.015.02,4.14
36.02.19.015.03,5.489999999999999
36.02.19.015.04,4.5
36.02.19.016.00,7.354545454545455
36.02.19.017.00,7.65
36.02.19.018.00,7.672
36.02.19.019.01,5.188235294117647
36.02.19.019.02,3.0
36.02.19.020.00,5.493333333333333
36.02.19.021.00,5.49375
36.02.19.022.01,5.495
36.02.19.022.02,6.51
36.02.19.023.00,6.4463333333333335
36.02.19.024.00,6.4463333333333335
36.02.19.025.00,7.340476190476191
36.02.19.026.00,6.510000000000001
36.02.19.027.00,5.494285714285715
36.02.19.028.00,7.0
36.02.19.028.01,5.49
36.02.19.028.02,5.49
36.02.19.029.01,5.493333333333333
36.02.19.029.02,5.495
36.02.19.030.00,
36.02.19.030.01,7.348235294117647
36.02.19.030.02,6.245
36.02.19.031.00,8.285294117647059
36.02.19.032.00,7.681764705882353
36.02.19.033.00,6.51
36.02.19.034.00,6.510000000000001
36.02.19.035.00,5.495
36.02.19.036.00,5.495
36.02.19.037.01,5.494285714285715
36.02.19.037.02,4.0691304347826085
36.02.19.038.00,4.3109677419354835
36.02.19.039.00,4.140454545454546
36.02.19.040.01,7.755
36.02.19.041.00,7.535294117647059
36.02.19.042.00,6.654117647058824
36.02.19.043.00,7.837999999999999
36.02.19.044.00,5.495555555555556
36.02.19.045.00,9.0
36.02.19.046.00,
36.02.19.046.01,5.494
36.02.19.046.02,7.399285714285715
36.02.19.048.01,3.553846153846154
36.02.19.048.02,7.276153846153846
36.02.19.049.00,5.495
36.02.19.050.01,3.4760000000000004
36.02.19.050.02,3.4760000000000004
36.02.19.050.03,2.97
36.02.19.051.00,3.0
36.02.19.051.01,
36.02.19.052.00,4.282692307692308
36.02.19.053.00,2.0
36.02.19.054.00,1.23
36.02.19.055.00,8.630526315789472
36.02.19.056.00,1.1538461538461537
36.02.19.057.00,0.0
36.02.19.058.00,0.0
36.02.19.058.01,3.0
36.02.19.059.00,5.495
36.02.19.060.00,5.494
36.02.19.061.00,
36.02.19.061.01,6.786666666666666
36.02.19.061.02,3.0
36.02.19.062.00,5.494285714285715
36.02.19.063.00,3.5121428571428575
36.02.19.064.00,4.1
36.02.19.065.00,4.0691304347826085
36.02.19.066.00,3.6727777777777777
36.02.19.067.00,8.004
36.02.19.068.00,8.298
36.02.19.069.01,8.7
36.02.19.069.02,5.5
36.02.19.069.03,4.1
36.02.19.069.04,5.5
36.02.19.069.05,4.5
36.02.19.070.00,9.0
36.02.19.071.01,5.69943
36.02.19.072.00,6.51
36.02.19.072.01,2.5
36.02.19.073.00,2.0
36.02.19.074.00,
36.02.19.074.01,8.584999999999999
36.02.19.075.01,4.024166666666667
36.02.19.075.02,4.1
36.02.19.076.00,5.489999999999999
36.02.19.076.01,9.0
36.02.19.076.03,7.0
36.02.19.077.00,
36.02.19.077.01,5.49
36.02.19.077.02,5.49
36.02.19.078.01,4.609615384615385
36.02.19.078.02,4.1
36.02.19.079.00,9.0
36.02.19.080.00,4.914705882352941
36.02.19.081.01,2.8372800000000002
36.02.19.081.02,4.1
36.02.19.081.03,4.5
36.02.19.082.01,4.218571428571429
36.02.19.082.02,4.1
36.02.19.082.03,4.1
36.02.19.083.01,4.148
36.02.19.083.02,4.1
36.02.19.084.01,1.588235294117647
36.02.19.084.02,4.1
36.02.19.086.01,4.014
36.02.19.086.02,4.5
36.02.19.087.00,7.65
36.02.19.087.02,7.0
36.02.19.088.00,9.0
36.02.19.089.00,4.774
36.02.19.090.00,2.774
36.02.19.091.00,0.3
36.02.19.091.01,2.548
36.02.19.092.00,
36.02.19.092.01,46.793757142857146
36.02.19.092.03,3.0
36.02.19.093.00,
36.02.19.093.01,4.152272727272727
36.02.19.094.00,3.975
36.02.19.096.01,4.1
36.02.19.097.00,4.1
36.02.19.098.00,4.26756
36.02.19.101.00,5.495
36.05.07.001.01,2.228484848484848
36.05.07.001.02,2.71
36.05.07.002.00,
36.05.07.002.01,2.793461538461538
36.05.07.002.02,4.0
36.05.07.002.03,6.5
36.05.07.002.04,3.4
36.05.07.003.00,5.5
36.05.07.003.01,2.9
36.05.07.004.00,5.5
36.05.07.004.01,40.0
36.05.07.005.01,28.7987012987013
36.05.07.005.02,30.362181159420288
36.05.07.005.03,4.776923076923077
36.05.07.005.04,4.0
36.05.07.005.05,4.0
36.05.07.006.00,5.5
36.05.07.006.01,40.0
36.05.07.006.02,4.0
36.05.07.007.00,5.5
36.05.07.008.00,
36.05.07.008.01,29.21875
36.05.07.008.02,4.9995
36.05.07.009.00,27.378048780487806
36.05.07.010.00,5.5
36.05.07.010.01,40.0
36.05.07.010.02,4.0
36.05.07.011.00,5.5
36.05.07.011.01,1.5
36.05.07.011.02,1.5
36.05.07.012.01,3.704081632653061
36.05.07.012.02,4.725
36.05.07.012.03,4.757142857142857
36.05.07.012.04,
36.05.07.013.00,5.5
36.05.07.013.01,1.5
36.05.07.013.02,
36.05.07.013.03,4.0
36.05.07.014.00,
36.05.07.014.01,3.9411764705882355
36.05.07.014.02,4.0
36.05.07.015.00,5.5
36.05.07.015.01,40.0
36.05.07.015.02,4.0
36.05.07.016.00,5.5
36.05.07.016.01,1.5
36.05.07.016.02,
36.05.07.017.00,
36.05.07.017.01,3.2733333333333334
36.05.07.017.02,
36.05.07.018.00,7.108695652173913
36.05.07.019.00,6.884615384615385
36.05.07.020.00,4.788888888888889
36.05.07.021.00,
36.05.07.021.01,2.5
36.05.07.021.02,3.4391304347826086
36.05.07.022.00,4.819354838709677
36.05.07.023.00,4.941219512195122
36.05.07.024.00,4.922641509433962
36.05.07.025.00,7.5
36.05.07.025.01,1.9
36.05.07.026.00,
36.05.07.026.01,7.5
36.05.07.026.02,4.0
36.05.07.027.00,4.95
36.05.07.028.00,7.0
36.05.07.029.00,4.2043478260869565
36.05.07.030.00,
36.05.07.030.01,30.714285714285715
36.05.07.030.02,5.0
36.05.07.030.03,6.5
36.05.07.031.00,31.07843137254902
36.05.07.032.00,4.315789473684211
36.05.07.033.00,3.7033898305084745
36.05.07.034.00,
36.05.07.034.01,3.7210526315789476
36.05.07.034.02,2.1
36.05.07.035.01,4.778571428571429
36.05.07.035.02,4.827272727272728
36.05.07.036.00,3.3152173913043477
36.05.07.037.00,3.4210526315789473
36.05.07.038.00,2.0
36.05.07.038.01,6.5
36.05.07.038.02,5.0
36.05.07.039.00,4.01304347826087
36.05.07.040.00,33.5
36.05.07.041.00,3.915
36.05.07.042.00,3.45
36.05.07.043.00,30.714285714285715
36.05.07.044.00,25.78125
36.05.07.045.00,31.62878787878788
36.05.07.046.00,29.387755102040817
36.05.07.047.00,4.614285714285715
36.05.07.048.00,29.363636363636363
36.05.07.049.00,5.0
36.05.07.049.01,1.9
36.05.07.050.00,5.4825
36.05.07.052.00,5.126470588235295
36.05.07.053.00,7.5
36.05.07.053.01,3.4
36.05.07.053.02,4.0
36.05.07.054.00,4.764864864864865
36.05.07.055.00,7.5
36.05.07.055.01,6.5
36.05.07.056.00,4.284375
36.05.07.057.00,
36.05.07.057.01,37.39855072463768
36.05.07.057.02,40.0
36.05.07.057.03,7.5
36.05.07.057.05,
36.05.07.058.00,2.0
36.05.07.058.01,40.0
36.05.07.058.02,7.5
36.05.07.059.00,2.0
36.05.07.059.01,40.0
36.05.07.059.02,7.5
36.05.07.060.00,5.4825
36.05.07.061.00,6.5
36.05.07.061.01,7.5
36.05.07.063.00,4.26
36.05.07.064.00,3.7983870967741935
36.05.07.065.00,7.5
36.05.07.065.01,6.5
36.05.07.066.00,3.465
36.05.07.066.01,7.5
36.05.07.067.00,
36.05.07.068.00,3.872093023255814
36.05.07.069.00,3.891891891891892
36.05.07.070.00,4.855813953488372
36.05.07.071.00,3.84375
36.05.07.072.00,3.8095238095238093
36.05.07.073.00,
36.05.07.073.01,4.6875
36.05.07.073.02,4.0
36.05.07.074.00,7.5
36.05.07.074.01,6.5
36.05.07.076.00,3.8671875
36.05.07.077.00,40.0
36.05.07.077.01,4.3
36.05.07.077.02,4.1
36.05.07.077.03,2.3
36.05.07.077.04,
36.05.07.078.00,40.0
36.05.07.078.01,4.3
36.05.07.078.02,2.3
36.05.07.079.00,34.52952380952381
36.05.07.080.00,4.823076923076923
36.05.07.081.00,5.161538461538462
36.05.07.082.00,5.817073170731708
36.05.07.083.00,
36.05.07.083.01,7.107142857142857
36.05.07.083.02,
36.05.07.084.00,
36.05.07.084.01,6.258461538461538
36.05.07.084.02,34.192647058823525
36.05.07.084.03,
36.05.07.085.00,4.95
36.05.07.086.00,7.5
36.05.07.086.01,6.5
36.05.07.086.02,3.4
36.05.07.087.00,7.5
36.05.07.088.00,3.823943661971831
36.05.07.089.00,4.0125
36.05.07.090.00,3.986842105263158
36.05.07.091.00,1.9
36.05.07.091.01,5.0
36.05.07.091.02,
36.05.07.091.03,4.0
36.05.07.091.04,
36.05.07.092.00,4.725
36.05.10.001.00,5.4
36.05.10.001.01,5.0
36.05.10.001.02,
36.05.10.001.03,4.0
36.05.10.002.00,4.8375
36.05.10.003.00,7.5
36.05.10.003.01,
36.05.10.003.02,1.692
36.05.10.004.01,7.5
36.05.10.004.02,4.443157894736842
36.05.10.004.03,1.692
36.05.10.005.00,1.692
36.05.10.005.01,5.0
36.05.10.005.02,4.0
36.05.10.006.00,4.1735483870967744
36.05.10.007.00,4.4
36.05.10.007.01,2.0
36.05.10.036.00,
36.05.10.036.01,4.0
36.05.10.036.02,
36.05.10.036.03,
36.05.15.001.00,4.8375
36.11.01.001.00,5.833333333333333
36.11.01.002.00,5.340909090909091
36.11.01.003.00,7.5
36.11.01.003.01,2.5
36.11.01.003.02,
36.11.01.004.00,2.0
36.11.01.006.00,4.17741935483871
36.11.01.007.00,
36.11.01.009.00,3.5135135135135136
36.11.01.011.00,4.642857142857143
36.11.01.012.00,5.092592592592593
36.11.01.014.01,4.4125
36.11.01.014.02,4.239130434782608
36.11.01.015.01,3.4545454545454546
36.11.01.016.00,5.384615384615385
36.11.01.017.00,4.239130434782608
36.11.01.018.00,3.4827586206896552
36.11.01.020.00,4.469387755102041
36.11.01.021.00,4.613207547169812
36.11.01.022.00,4.5
36.11.01.023.01,4.963636363636364
36.11.01.024.01,4.627659574468085
36.11.01.025.00,4.425
36.11.01.026.00,6.3
36.11.01.027.00,4.578947368421052
36.11.01.028.00,6.633333333333333
36.11.01.029.00,4.62
36.11.01.030.00,
36.11.01.030.01,3.5535714285714284
36.11.01.030.02,5.0
36.11.01.030.03,5.0
36.11.01.031.00,3.1
