field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
02.09.06.069.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,9.17,БН 06-18,РСт,Покупные,классическая с плугом,3.4,,,,
02.09.06.070.00,Башкирия,пашня,4,2023,Кукуруза силос,Оз.пшеница мягкая,,24.85,Каскад 166,РС-1,Покупные,классическая с плугом,5.53,,,,
02.09.06.071.01,Башкирия,пашня,4,2023,Люцерна 1 г.ж.корм,Кукуруза силос,1,206.8,Сарга,РС-1,Свои,классическая с плугом,1.275,,,,
02.09.06.071.02,Башкирия,пашня,4,2023,Эспарцет 1 г.ж.корм,Кукуруза силос,1,20,Песчаный 1251,РСт,Свои,классическая с плугом,1,,,,
02.09.06.074.00,Башкирия,пашня,4,2023,Чечевица,Кукуруза силос,,191.89,Рэдкот,РС-2,Свои,классическая с плугом,1.4,,,,
02.09.06.075.00,Башкирия,пашня,4,2023,Чечевица,Кукуруза силос,,264.84,Рэдкот,РС-2,Свои,классическая с плугом,1.4,,,,
02.09.06.076.01,Башкирия,пашня,4,2023,"Не используется, чужая земля","Не используется, чужая земля",,48.5,,,,классическая с плугом,,,,,
02.09.06.076.02,Башкирия,пашня,4,2023,Эспарцет 1 г.ж.корм,Кукуруза силос,1,214.25,Песчаный 1251,РС-1,Свои,классическая с плугом,1,,,,
02.09.06.077.00,Башкирия,пашня,4,2023,Подсолнечник,Чечевица,,194.46,Сузука,РС-1,Покупные,классическая с плугом,1.98,,,,
02.09.06.079.00,Башкирия,пашня,4,2023,Одн.тр.суданская тр.корм.,Подсолнечник,,174.78,Северный,РС-1,,классическая с плугом,4,,,,
02.09.06.081.00,Башкирия,пашня,,2023,Одн.тр.суданская тр.корм.,Подсолнечник,,32.63,,,,классическая с плугом,4,,,,
02.09.06.084.00,Башкирия,пашня,4,2023,Пар,Сорго зерновое,,173.8,,,,,,,,,
02.09.06.085.00,Башкирия,пашня,3,2023,Пар,,,35.55,,,,,,,,,
02.09.06.086.00,Башкирия,пашня,3,2023,Пар,,,45.15,,,,,,,,,
02.09.06.087.00,Башкирия,пашня,,2023,Мн.тр.разн.бот.сост.пр.лет корм,,0,41.82,,,,,,,,,
02.09.08.001.00,Башкирия,пашня,4,2023,Яр.ячмень,Подсолнечник,,50.69,Вакула,РС-1,Свои,классическая с плугом,2.85,,,,
02.09.08.002.00,Башкирия,пашня,4,2023,Яр.ячмень,Подсолнечник,,158.72,Вакула,РС-1,Свои,классическая с плугом,2.85,,,,
02.09.08.003.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,252.27,Смесь сортов,Смесь репродукций,Свои + покупные,классическая с плугом,3.5,,,,
02.09.08.004.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,44.81,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.005.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,71.64,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.006.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,59.63,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.007.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,215.67,Скипетр,Смесь репродукций,Свои + покупные,классическая с плугом,3.5,,,,
02.09.08.009.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,49.96,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.011.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,34.59,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.013.00,Башкирия,пашня,4,2023,Чечевица,Пар,,2.78,Рэдкот,РС-2,Свои,классическая с плугом,1.4,,,,
02.09.08.014.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,32.53,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.016.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,30.91,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.017.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Люцерна пр.лет корм; Оз.рыжик,,349.87,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.020.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,51.62,Скипетр,Смесь репродукций,Свои,классическая с плугом,3.5,,,,
02.09.08.021.00,Башкирия,пашня,4,2023,Чечевица,Амарант,,39.19,Рэдкот,РС-2,Свои,,1.4,,,,
02.09.08.022.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,5,73.39,БН 06-18,РСт,Покупные,классическая с плугом,3.4,,,,
02.09.08.023.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,18.68,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.028.01,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,131.8,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.028.02,Башкирия,пашня,4,2023,Яр.ячмень,Оз.рыжик,,14.2,,,,классическая с плугом,2.85,,,,
02.09.08.033.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,64.49,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.035.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,15.51,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.036.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,91.31,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.037.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,14.77,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.038.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,45.01,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.039.00,Башкирия,пашня,4,2023,Яр.ячмень,Подсолнечник,,155.17,Вакула,РС-1,Свои,классическая с плугом,2.85,,,,
02.09.08.040.01,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,5.96,БН 06-18,РСт,Покупные,классическая с плугом,3.4,,,,
02.09.08.040.02,Башкирия,пашня,4,2023,Яр.ячмень,Подсолнечник,,70.06,Вакула,РС-1,Свои,классическая с плугом,2.85,,,,
02.09.08.041.00,Башкирия,пашня,4,2023,Чечевица,Кукуруза силос,,296.58,Рэдкот,РС-2,Свои,классическая с плугом,1.4,,,,
02.09.08.043.01,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,135.36,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.043.02,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,31.64,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.044.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,114.1,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.045.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,37.61,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.046.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,16.32,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.047.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,28.96,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.048.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,10.44,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.049.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,9.31,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.050.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,105.75,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.051.00,Башкирия,пашня,4,2023,Эспарцет пр.лет корм,Эспарцет пр.лет сем.,4,132.54,Песчаный 1251,ЭС,Покупные,классическая с плугом,4,,,,
02.09.08.052.01,Башкирия,пашня,4,2023,Кукуруза силос,Яр.ячмень; Лён масличный,,234,Росс 140 СВ,Без репродукции,Покупные,классическая с плугом,5.53,,,,
02.09.08.052.02,Башкирия,пашня,4,2023,Лён масличный,Яр.ячмень; Лён масличный,,158.75,Северный,ЭС,Покупные,классическая с плугом,1.2,,,,
02.09.08.053.00,Башкирия,пашня,4,2023,Люцерна пр.лет сем.,Люцерна пр.лет сем.,4,168.57,Сарга,ЭС,Покупные,классическая с плугом,0.42,,,,
02.09.08.054.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,109.46,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.055.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет сем.,4,73.08,Сарга,ЭС,Покупные,классическая с плугом,3.4,,,,
02.09.08.056.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Пар,,49.7,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.057.01,Башкирия,пашня,4,2023,Эспарцет пр.лет сем.,Эспарцет пр.лет сем.,4,79.32,Песчаный 1251,ЭС,Покупные,классическая с плугом,0.43,,,,
02.09.08.057.02,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,209.15,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.08.059.00,Башкирия,пашня,4,2023,Эспарцет пр.лет корм,Эспарцет пр.лет корм,4,73,Песчаный 1251,ЭС,Покупные,классическая с плугом,4,,,,
02.09.08.060.00,Башкирия,пашня,4,2023,Люцерна пр.лет корм,Люцерна пр.лет корм,4,18.99,БН 06-18,РСт,Покупные,классическая с плугом,3.4,,,,
02.09.09.008.00,Башкирия,пашня,4,2023,Кукуруза силос,Амарант,,200.85,Росс 140 СВ,Без репродукции,Покупные,классическая с плугом,5.53,,,,
02.09.09.009.00,Башкирия,пашня,4,2023,Чечевица,Амарант,,122.42,Рэдкот,РС-2,Свои,классическая с плугом,1.4,,,,
02.09.09.010.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,203.34,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.09.011.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,147.19,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.09.013.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,46.17,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.09.014.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,69.35,Скипетр,РС-2,Свои,классическая с плугом,3.5,,,,
02.09.09.016.00,Башкирия,пашня,4,2023,Залежь,Люцерна пр.лет корм,,3.16,,,,,,,,,
02.09.09.017.00,Башкирия,пашня,4,2023,Залежь,Люцерна пр.лет корм,,4.67,,,,классическая с плугом,,,,,
02.09.09.018.00,Башкирия,пашня,4,2023,Оз.пшеница мягкая,Оз.рыжик,,174.84,Скипетр,РС-2,Свои,,3.5,,,,
02.09.09.019.00,Башкирия,пашня,4,2023,Чечевица,Амарант,,36.21,(нет сорта),РС-1,Покупные,классическая с плугом,1.4,,,,
02.09.09.024.00,Башкирия,пашня,3,2023,Оз.пшеница мягкая,Оз.рыжик,,300.88,Скипетр,Смесь репродукций,Свои + покупные,классическая с плугом,3.5,,,,
02.09.09.025.00,Башкирия,пашня,4,2023,Лён масличный,Яр.ячмень,,101.38,Северный,РС-1,Покупные,классическая с плугом,1.2,,,,
02.09.12.001.00,Башкирия,пашня,3,2023,Козлятник пр.лет корм,Козлятник 1 г.ж.корм,2,77.81,Гале,РС-1,Покупные,классическая с плугом,3,,,,
02.09.12.003.00,Башкирия,пашня,3,2023,"Залежь, лес",Не используется,,94.48,,,,,,,,,
02.09.12.005.00,Башкирия,пашня,3,2023,Козлятник пр.лет корм,Козлятник 1 г.ж.корм,2,108.61,Гале,РС-1,Покупные,классическая с плугом,3,,,,
02.09.12.006.00,Башкирия,пашня,3,2023,Козлятник пр.лет корм,Козлятник 1 г.ж.корм,2,175.29,Гале,РС-1,Покупные,классическая с плугом,3,,,,
02.09.12.007.00,Башкирия,пашня,3,2023,"Залежь, кустарник","Залежь, лес",,86.03,,РС-1,,классическая с плугом,,,,,
02.09.12.009.00,Башкирия,пашня,3,2023,Подсолнечник,Чечевица,,46.08,Сузука,РС-1,Покупные,классическая с плугом,1.98,,,,
02.09.12.017.00,Башкирия,пашня,3,2023,Подсолнечник,Чечевица,,279.69,Сузука,РС-1,Покупные,классическая с плугом,1.98,,,,
02.09.12.020.00,Башкирия,пашня,3,2023,Подсолнечник,Чечевица,,157.39,,РС-1,Покупные,классическая с плугом,1.98,,,,
